Fednum,EDA - Fundraising Report,EDA - Financial Report,EDA - Daily Notification,EDA - Dashboard
35009,docs.google.com/spreadsheets/d/1PM93oxUV2BmSizZGx_Kvi45ikH9pz2-vUL1dFDD2Em8,https://drive.google.com/drive/u/0/folders/16TiXS0ivImH1hFVd5JQ9iiiCZGNqOgCz,https://docs.google.com/spreadsheets/d/1bJefcrJAaxQ5OlabWuUACRHxzWESJZ9bVRV9bUrh23k,https://docs.google.com/spreadsheets/d/11S3dYdTsXkuplVdDeOGbWjM6ixsfB0a2knp9MM_nats
35010,docs.google.com/spreadsheets/d/1vLT2hXW9vvF_9OJ-qezk09ndIIYXEu5yAAdjeYsuSSM,https://drive.google.com/drive/u/0/folders/12bs-tU5e_iGkTBaOU3Mkj4DXbQMWNnhP,https://docs.google.com/spreadsheets/d/19stcPYZOCXhgxarHdjcSG4zBxhfYVH6nYJQ2f-EtztM,https://docs.google.com/spreadsheets/d/1Y_x2yNjG7xcQFEDFbBgB18uz2yjkkQFPciegqHISge4
35011,docs.google.com/spreadsheets/d/1HbJvtpQ0FaRBLVcJZMbyNUjU3lgGa6nyo73tXp1GgiE,https://drive.google.com/drive/u/0/folders/1YRAy6sEJv0FmQJEPw659nNwza3aCLxIi,https://docs.google.com/spreadsheets/d/1nFTfIDp4F9J8ZhUAylWteTkSmCZo9RASN0iE3LaghZ8,https://docs.google.com/spreadsheets/d/1FVeExJ43iixNe2Q3hwKVp9vc0aoLCrVv7eQV7qSI27Y
35012,docs.google.com/spreadsheets/d/11Lgb35rcnzW9TfwbSG_0oks1aE5JdSdcps5_PsQBrrE,https://drive.google.com/drive/u/0/folders/1UCFVqY4ZwXz_peS2q7UNWSE_YSiaFtvA,https://docs.google.com/spreadsheets/d/1c8s8It8HkUjku2JHCqmnQQavYH_DwTzPHztwMx8JSik,https://docs.google.com/spreadsheets/d/1bzVCZ7UCAYFwkitk7kwPFl05XhKI8hWf4mZ45s8VxLY
35013,docs.google.com/spreadsheets/d/1cbWfPGXaUq7dPvyXfwQJYHe2kC2QXRA6Wc1_6b3VZTA,https://drive.google.com/drive/u/0/folders/1Uym00_MpVZDc_qJn7wq4_uqMxg6NSxDI,https://docs.google.com/spreadsheets/d/1LULn3UKKi6Z_yUC5iqlsycyVSLOf53tGDFFFRNjGwy8,https://docs.google.com/spreadsheets/d/1jkGSZH-Bb4_ctMmZTHfwhnIzptRXBOSS4KaDjIfdRhw
35014,docs.google.com/spreadsheets/d/1yWcX_MIqwOsSuOJiVw-2JVQXIsqQAbgUR6CD3baTtVU,https://drive.google.com/drive/u/0/folders/1nmnZjNhWOKTpPJ9FZfqxAkFQQv1-gYpm,https://docs.google.com/spreadsheets/d/1CXwXxC9jM3D9lX2CqGoWWAttGLXh_mr5YczC9GXmNCY,https://docs.google.com/spreadsheets/d/1pQxdQpGCUthQQ-mAykgzTBLmSeO9OhJdwaMcZweWSH0
35015,docs.google.com/spreadsheets/d/1ZFF3dgMx0O2maxae2pfEGEye7yeG6FJMA-HdpK69MwU,https://drive.google.com/drive/u/0/folders/1-HLs48eBU7OTP35obI3Cu2xTDArVeE8u,https://docs.google.com/spreadsheets/d/14xhjbVHeR-HdAI6Rddqndsk_nvVgD-NTH8Mz85bKnyc,https://docs.google.com/spreadsheets/d/1DmW_6VfJfoFuiEri4ZMQdtucHwZG7WXziA0hsAsaN1E
35016,docs.google.com/spreadsheets/d/1PhCr4o7DQN-BSh3Q-t8sVNLOtIPYuaH4Os9UawX9VX0,https://drive.google.com/drive/u/0/folders/1nZCd5QEKqo5YDMHiulqbgmx6mqJE0K29,https://docs.google.com/spreadsheets/d/1VuY9iiFExUOp9r79I-amRKprsEIJcWnwOr_Jn-V-7uM,https://docs.google.com/spreadsheets/d/1DFtYIHD4NtxoKisMuPrG-BIGA-992QyGY3WgtXlma_A
35017,docs.google.com/spreadsheets/d/1mkbfztDwbBWNvl95ErjPG7Uy9xG5XHnt23eCcvph9qg,https://drive.google.com/drive/u/0/folders/1ZzsKYILhBc2gTiWNVt03u96nkiM13DSv,https://docs.google.com/spreadsheets/d/1jNuq45tMlziKZ5ISYE4CruKu1T0XxsbNSZUW0ELRHRU,https://docs.google.com/spreadsheets/d/1B6q8qxv053rUdr5IWIvuG_BQ3Fqltp4qRrap2Nr4Nus
35018,docs.google.com/spreadsheets/d/1oYw8dOU_hjckknvlsLgXgkiPMdYchYk-1ubt_RTnYHM,https://drive.google.com/drive/u/0/folders/1VDQDP-vqxiDaEBlx4C9xy5dm-irZ4vYi,https://docs.google.com/spreadsheets/d/1598Pchj045djfbB_IJd4w2zCOtZejDRCfsBdAmLEJ08,https://docs.google.com/spreadsheets/d/1xmBrRtNKztrNWC_Hun9ITg72fVUvA1vzATHLS3wtt1E
35019,docs.google.com/spreadsheets/d/1h8ebTCIKMD8oNmjTRi6CEbP809ULcPLMYb_DdbpnKKI,https://drive.google.com/drive/u/0/folders/1e6ukFgws3TsitRSHVslFAv_UuYl-tJVz,https://docs.google.com/spreadsheets/d/1jCB_BwwhLm0dFsUjy0qeotQ5CCWCVGUdChg6Erqm9_A,https://docs.google.com/spreadsheets/d/1Ay2WO-OciSQ6oKUNFkzQ6HNCZzqounbpAS2qViQNGr0
35020,docs.google.com/spreadsheets/d/1pzpTsBykkjrFlAy0K9TCXmzFl_NEphE0N3hp-P9Jkfg,https://drive.google.com/drive/u/0/folders/1wggakNUP_GRfZewLqyIaefwWRFm3nemK,https://docs.google.com/spreadsheets/d/1hom6_qqvdiNUSvcXlAC4nvIuE_IpkzgV8kPy9DFO1ko,https://docs.google.com/spreadsheets/d/1EVTwNxtLplR4uAXcvaNb2TwwETXjKuMSNeqoGoLBO9Q
35021,docs.google.com/spreadsheets/d/1NS3qK1oU_QolcwvvziOyREr6yX20eFnIaXOgxsSe06Y,https://drive.google.com/drive/u/0/folders/1NHHhnhYsr2YKoVmVunWKBKxF31M-cFux,https://docs.google.com/spreadsheets/d/1smT7UqZGmGYOmU7s6JoKW6sLkpYYQYr3jdESWkIi800,https://docs.google.com/spreadsheets/d/1S4VyKKrDq9AS8gev-nf71jTLXdJUcHx6ZY1QGcZbJ0c
35022,docs.google.com/spreadsheets/d/1M0tnc8al1Ndw4ucYTA10CwQvk0fPhJtToVyoM4D7lsI,https://drive.google.com/drive/u/0/folders/1XxopTmWBIPH4velBFmhQmMGSY_H-arvI,https://docs.google.com/spreadsheets/d/1w3A39DZVBVk-PaA0wqrRGsohZ23UInv_mzcEqUWqylQ,https://docs.google.com/spreadsheets/d/1EkMkiEd4pAmP6oMtQAmUeiFLY1839K87_TVHLr-oRUM
35023,docs.google.com/spreadsheets/d/1JtOFSAuZf3hGRHCMV8xLKjyyMRgccFE0aJ9LBa83Jc8,https://drive.google.com/drive/u/0/folders/1yIIMI38Id6wliRu72Fb6BPGbD2_UwNc2,https://docs.google.com/spreadsheets/d/1Me5QHTcZtRBKBnRaP1VBRczQFPXOw3sG_Sjg2dD4QZ0,https://docs.google.com/spreadsheets/d/1XgotzG0X_lg5tVk6QBT9K1Qiy5eR76bQR7crboWOcRI
35024,docs.google.com/spreadsheets/d/1fIvwLnyGBCtT9KHhp98XCsOo-si3Xgdg9eMCZxemWtA,https://drive.google.com/drive/u/0/folders/1WQiyO3psKR1pJLQ6H1vsVfUl0C8MR9Xz,https://docs.google.com/spreadsheets/d/16sxqfPIVDzych0kUwDgppHJPWgPVjYSgL-X9aMc8Bvc,https://docs.google.com/spreadsheets/d/1xEltHscNRbrLmG0Pto0DJBrDKEk2N0XJoKGZpEQQla4
35025,docs.google.com/spreadsheets/d/1LOth0fnHertRpoq5HSfRH0ALoPFFK5uPqTeL6UMdHSc,https://drive.google.com/drive/u/0/folders/1Ohqg6VV1ZZ1ll1IAHrFJoBjEXyUGTu50,https://docs.google.com/spreadsheets/d/1F35ttZTv63Tkkp7uueMtXiGE30b2St35uaBJC_7A6gc,https://docs.google.com/spreadsheets/d/1lSUXyPu_nsRZT1aEQDueesBAHpeQySHWYMoLognyGIM
35026,docs.google.com/spreadsheets/d/1bWxWBe0_Yv5-72JuEUl0Nw3Fyke4_39AUMdy2bWfuA8,https://drive.google.com/drive/u/0/folders/1yjeirE4UOS5ttwVfH84BnGf8sXvkRtl6,https://docs.google.com/spreadsheets/d/1KAELYeUIx_H0fpfOx6NnbOcMhI9j_q7f0w1x7FLxe38,https://docs.google.com/spreadsheets/d/12DbcpA2kny59ETRJOEcRGdvXeZOT-PxzQGAIvBhZZfY
35027,docs.google.com/spreadsheets/d/177IccCyKxC-DBtyquTz9EoDGnkx9_fZHIXHOCE8-r0Q,https://drive.google.com/drive/u/0/folders/1GyGYepk_J6gWDVs7EWOfWcl9LtYAS8o7,https://docs.google.com/spreadsheets/d/19i47dDL0CzefSBcvPtSGw-XafLqxi-qTeC06_E6Mmy0,https://docs.google.com/spreadsheets/d/1jHvrU8ZrP3gaI3_v2knpnFOLeU1s9Wq4P1LOxhVHrHo
35028,docs.google.com/spreadsheets/d/1BbjlKsAlFoyg46MZeE34cOm-rsAl3R_zPITBq3E6Fuw,https://drive.google.com/drive/u/0/folders/1b8aId5U_zJqRzGwXgJfDjiyh6PCTHkaZ,https://docs.google.com/spreadsheets/d/1S-jP29BXkqjC0CFb1ejkNdqNZ6rF8B4SOqTjngX5y_M,https://docs.google.com/spreadsheets/d/1zKnmfp4yzxcWF1lElekI8_CtQNZirKQgNoleQX_MrsI
35029,docs.google.com/spreadsheets/d/1Of_52ZENWW-Ay3Sv2pDrczb_YWnw8INbdsQ63E9_ZCc,https://drive.google.com/drive/u/0/folders/174PIuj4WSW6FPq3SJG9iDrdpN2cBS1kM,https://docs.google.com/spreadsheets/d/1mG4Ubbat2OmWHTATNVP1JzCmnTyUHHQRgVIvrnul-Tk,https://docs.google.com/spreadsheets/d/1zUNqi-8wDwgFTC0RwcfdLlP_hNt_odMQN30TnNUZz10
35030,docs.google.com/spreadsheets/d/1uce2udF0HCka--bqPOK8uCLXMd-u0Fl0YyOSHFqaiR0,https://drive.google.com/drive/u/0/folders/1M3woT87WDb2ZkMQry6vSiF1jcAFZT1FT,https://docs.google.com/spreadsheets/d/13QYHa4uKa-LNjtDcGTmtSWyniSw7wFh2Iunn8WZNITg,https://docs.google.com/spreadsheets/d/1-WTWX4pGJ6c9Lw_-SfM94iiKHvcFJasIxOxDFyUVRQw
35031,docs.google.com/spreadsheets/d/1x-mN0vJVuUbp-WK24u2d0CwScBMEVnXULgrVXD1J8jc,https://drive.google.com/drive/u/0/folders/1caPWTsyuBKWO7kWpvE9nWMm9UiACR1pz,https://docs.google.com/spreadsheets/d/1Bx4Cn7XnCrTPKYVJti1YVVGT5_6Jm6lTq-EmGnsJWUk,https://docs.google.com/spreadsheets/d/1WylgxLsj7URXtg-DfJQqB5LgaJqV4eH308mZyBPMX_U
35032,docs.google.com/spreadsheets/d/1JkEV7iI2E7Z1NXoOAPIIfOjGtscK-WdsQKwT0zTcDm4,https://drive.google.com/drive/u/0/folders/1LkCAEsQUIi_ZFAROqs4L0f0YOfqAJpL5,https://docs.google.com/spreadsheets/d/1lVNhKZcHPLwA5NMux-mb4fG3o797PM039SyBWghU-5E,https://docs.google.com/spreadsheets/d/1QHgCY64rfXtyzIxDjwAPFqM-VXbSjdl4ENbJuScxMJs
35033,docs.google.com/spreadsheets/d/11klu6bN3reivPmewo2gzFnZmL44jIn2ES41lEOolmlc,https://drive.google.com/drive/u/0/folders/1NRVbmJsDfox_21ZlrBRz2H-jD84snH87,https://docs.google.com/spreadsheets/d/1yKrx20r4jAaXh8_tsu3lCZuPEvdG45Q7_ywI912P8cE,https://docs.google.com/spreadsheets/d/18pTG47mBP8H2mHf4N3_sUISTVU9Zm_V03jTqQOjgwUQ
35034,docs.google.com/spreadsheets/d/1rszoMYEN_lHdJSBarK0pi-B1Fj6BMWmcoB01LEsbOac,https://drive.google.com/drive/u/0/folders/1has4SuHWgJDEBbHOPy5kARsOCoUmK8Ha,https://docs.google.com/spreadsheets/d/1BS99qjlr9P3UyuOGZRIlEZ8hdAdvLkVS0kSZicNJJiQ,https://docs.google.com/spreadsheets/d/14Tny6ar2ncubBYznU_dJgW-PMkUp98gjxYOY3_Pu2CY
35035,docs.google.com/spreadsheets/d/1W1sRD81FxnTR78T4dAdUn96ccI55FQcUClYirqVUkF8,https://drive.google.com/drive/u/0/folders/10wTuMvEZ960CGQm_6voIY5dZtN1E-nB8,https://docs.google.com/spreadsheets/d/19aQLrW2E9Q3vYFnWf3I5LnhIKFxPW3u-OhX6p1mNiMw,https://docs.google.com/spreadsheets/d/1eYBfnP_L2WIVArIWK_Uvjy-Ig1q7-8XjNSsbJeJsItM
35036,docs.google.com/spreadsheets/d/1VvMFdMDqiVWucMABncxkQGogEdvSS5NS-G_vLo6uXIg,https://drive.google.com/drive/u/0/folders/1zB7kAHkogbjEKO0648QIqcs_95anwqTc,https://docs.google.com/spreadsheets/d/1HQ7G0qJ_Q7c_x2bH8dK-Y-QULJvN_xKhlyOwUGPG3xs,https://docs.google.com/spreadsheets/d/1etW9twazaKwmaWWaIXE1GnRlXu0B3wBBvmWhep5UqEc
35037,docs.google.com/spreadsheets/d/1rsZZf1ZVQ8DdVYrK3XAv2THxizt5hSCdVwTlCiB3M80,https://drive.google.com/drive/u/0/folders/1AVYaZcQvQe389cLHQZwOHTs7U0-l9lIZ,https://docs.google.com/spreadsheets/d/10avPOvvCh8FhvaLd8gzXSnRfDtBReCoi_P8UoSbiRog,https://docs.google.com/spreadsheets/d/1kuVRBJD_Ta0WvOO2z0E_Q9_z600oNmiXCRP8i9GPoJM
35038,docs.google.com/spreadsheets/d/1k8mN-1iLGyDxIIsYk_8ewz3At0YjJYQAYROANiHLagA,https://drive.google.com/drive/u/0/folders/1m5lDcp65eHw2V12McnmvdUA1VLr03k7-,https://docs.google.com/spreadsheets/d/1cnI_xOKkApaGhCWJryrSatqmufezTBRP_NA2bbc6mqI,https://docs.google.com/spreadsheets/d/1gYCxPMrXEi_gI6ztzs_ktxNWUCi0ubGHquZLQEbnaeA
35039,docs.google.com/spreadsheets/d/1rxaZrN5EZyi6CuCvtL5mCcf0jODwMqHtaq3K9ffC8VQ,https://drive.google.com/drive/u/0/folders/1JpPfAc6l1STmuK8zY1DA1RL4rlX50Fqb,https://docs.google.com/spreadsheets/d/1qrBG3V_lv0SJUIzgGSjTXcSSyLApGcJCq01yz7BIDcU,https://docs.google.com/spreadsheets/d/1YTXtUcMn8Ul0Z9QgqxQrubzKbmkQVofmfpLKRx5OSNU
35040,docs.google.com/spreadsheets/d/10ldzhX5QeqpENz4k7opQCH-Ed6bgmUIIZTpLMChleBE,https://drive.google.com/drive/u/0/folders/1y0bE1YSv9EC-2OnhvIOyqCjDlRSmU5ed,https://docs.google.com/spreadsheets/d/1RSLqd6kkT1I-jySXBZO2e1Ib2yi4fttj23FRK8Cw4WU,https://docs.google.com/spreadsheets/d/1RmE_z7rTytSXcDM8Jgm2QJcR7fPTRrtQws8riy4tVM8
35041,docs.google.com/spreadsheets/d/1_KeUvn_tdiC2TyZHEkF76vvrdG9I2lkuN_QPqME4zsM,https://drive.google.com/drive/u/0/folders/1R7AE0XE6FS0lif86-b1X55DwyhwKvygR,https://docs.google.com/spreadsheets/d/1b0R6JaQT6y3TJOC0d3Z543oUMqHLlXl_8u_B6j7E6TI,https://docs.google.com/spreadsheets/d/1cbFfT-FhBEVohiIV7SIZQARdBZA40rV0HdSnLQm8jaM
35042,docs.google.com/spreadsheets/d/17Vao_DcHtK8Tqm2Rom18Q7TMchXo6FVMZ6rnxKMrqrc,https://drive.google.com/drive/u/0/folders/1xrr7WqDjbaNARvEEaTMSieNdWtgRvVTI,https://docs.google.com/spreadsheets/d/1nzLQD0a_deR_frzAAf0Ag9B3_Wy6GDo2AuQm1-lTmw0,https://docs.google.com/spreadsheets/d/1G75z_GUcBMzHl9lzPKb9J6Q3765z5DGDyH_jhi45Lgw
35043,docs.google.com/spreadsheets/d/1zz06AxQYApWzIuzAQYWWy1h8b-cOyztj6CsNWEXgmIc,https://drive.google.com/drive/u/0/folders/1ngiL2BIp2Cm2FO9kPR5XPCCsmxYISGdf,https://docs.google.com/spreadsheets/d/1C8-7LEUnv5Pgmnx2sGQ5oSpOg3u3rgMr1SFWh2S_kck,https://docs.google.com/spreadsheets/d/1-BeaKCBoERpCJMa009A8YcDGWnHPCwRZ6i64Rae5TxY
35044,docs.google.com/spreadsheets/d/1KaR6CJSPpXD2c0X3g9iT9XUivoKCZRbCOZSoytj0K1A,https://drive.google.com/drive/u/0/folders/1LF_TTHqzQSRN3Yt_htTv3mELAgcmIzVr,https://docs.google.com/spreadsheets/d/1js5Lqv99mYxht88fDvjc4Dnh-_cVAYndR_MXXsvP0Vo,https://docs.google.com/spreadsheets/d/1WBb5gIbEVC7WLgOJn5gQTi_-wi9kT087a_s8KkGRn0A
35045,docs.google.com/spreadsheets/d/1CeljvaciauxZnfM2WeCwJxudHzbi2WlxBnH5l3Uafhw,https://drive.google.com/drive/u/0/folders/1iJNUiujcdq77Xk2vdt9rIVxFYW0j2XnX,https://docs.google.com/spreadsheets/d/1WWSMnvrgvyzdcjEh8PuwJyeAQBzQpu7GHMQ1VZdHgGs,https://docs.google.com/spreadsheets/d/1wppP4Z_ZCVGcaFNmHEnKhofLrkyiJ3ZMwSL8YJ6wVUM
35046,docs.google.com/spreadsheets/d/1K-CqUVxByVRMsiqk8I6kH94Fy9Cw4h3QQ9KHAXfh-qI,https://drive.google.com/drive/u/0/folders/1K3ukh_Fmw2ZmTU1Mood5aIHuQNDNmVh_,https://docs.google.com/spreadsheets/d/1yOiNMTbzlQGIu9PtSWXUS5vnvHkGPXEgdFEy6F1FkXE,https://docs.google.com/spreadsheets/d/19y-IAWZTwKkwUzJ7uXbh1_0Jr88e2VAFkBuVrGQvgDo
35047,docs.google.com/spreadsheets/d/1SzN9hHPr19G_4SwMWFmdt1tfXqZyN-doOb-Y56NZF3U,https://drive.google.com/drive/u/0/folders/1V2mNZY7k-CuW2o3yO1tufCzrYDsNDIqW,https://docs.google.com/spreadsheets/d/1lWWfbmQklUsJLUAt-hgh1p3Fe2ttnoryneyHyrJOH9E,https://docs.google.com/spreadsheets/d/10WqiDB-zio2peO6FmUJjxqvglZei8gFTmmq0sJseUb4
35048,docs.google.com/spreadsheets/d/10kmxr1ueQVNS0UMU68nyff5SHtUgjQ7f3ISRc8J1Whg,https://drive.google.com/drive/u/0/folders/18rFCPFl7I7XNGpe4QW02KlXOVlkldBN7,https://docs.google.com/spreadsheets/d/1RXlgULnoDVONM99uk-YPlH8JUKadaHqV-djeE23SfZk,https://docs.google.com/spreadsheets/d/19BaeKlXi0zmTQRQo_NLr9VZ2ppdNFff00NapnCtRb5k
35049,docs.google.com/spreadsheets/d/1S7T7utN0xSMLO-u1sM1kyejTmqj070BFYyuMrs0IjGI,https://drive.google.com/drive/u/0/folders/1ZYOSTL9rojiPZQp_uJDqw4y0QMYWvtRn,https://docs.google.com/spreadsheets/d/1bOmdN5rutu4_K6rghM51BKg3g5p8YqXPALDDQe3Ob3A,https://docs.google.com/spreadsheets/d/17JDyA35EdckWmoE95_fQPwh5XCnXt3_3OlJzdKZ2v8M
35050,docs.google.com/spreadsheets/d/1SluiXoK6ToiG-NSL9x0DY7IHcImiaOC4uXqg3nSNqzk,https://drive.google.com/drive/u/0/folders/17NhV0j7tv6_p1VFBgzvtnzg-h6oQwoXT,https://docs.google.com/spreadsheets/d/16yzkN9TI9AC_-RUc1kCdt5Y1bxtz5xMEfjjZJoh4NvA,https://docs.google.com/spreadsheets/d/1zsulYvJvfnpzpGOSUyb8_6mlESesf_Br8Jt0AOwOPp0
35051,docs.google.com/spreadsheets/d/1TM7GmVb6uiVLYPHiXJfvWFiSt0j-jGyqxKd5oBTO6sA,https://drive.google.com/drive/u/0/folders/1hZe6iCrO85V6dA9qncLg_2nvqDV9YtTZ,https://docs.google.com/spreadsheets/d/1aYAqBgueOPkcCKo7rgBqobi1CtZ5DL_2f4maC2KFIfg,https://docs.google.com/spreadsheets/d/1jQjIrxKssiJk3AzA2K4XR51CREHlQUxNTG3RxAims4o
35052,docs.google.com/spreadsheets/d/1nyX9i_vB4TqKZN9DpxJ18Q6ZQuKLceYA3RaUuS0_VGY,https://drive.google.com/drive/u/0/folders/1yNIUFdNT-IgIw_zslrpnuWNIZs7nHvNO,https://docs.google.com/spreadsheets/d/1kefuu8ecytwgZB7aq06TOjzZMhvzjA49yvdMPjX3jsc,https://docs.google.com/spreadsheets/d/1nSWa5JpSHubfQKhUEYZHCDivVy67EYhEM1TFlFuiXLM
35053,docs.google.com/spreadsheets/d/14A0eHuaGHNaRzCTx3v5pV1ErAGEWPSgSzCIJS039gaI,https://drive.google.com/drive/u/0/folders/1WoLoVje47khOywKRv1w0s0nOj4BwGeSG,https://docs.google.com/spreadsheets/d/1uDMndT4hD4Ux-8voobkFW3uAcFbB50WSESN5bqzCeRY,https://docs.google.com/spreadsheets/d/1uI_MVED4ez9Iy3roRnZOMuuRGqMLWFpVfGmY9rJ1GoU
35054,docs.google.com/spreadsheets/d/1bXi--3uXWoXferCgLS_qoT1FwiUxaBVofJSgLpetHyo,https://drive.google.com/drive/u/0/folders/1oMxgfKKZWDtTtSeTqap9I9I0joUzehYS,https://docs.google.com/spreadsheets/d/1dPOxPm6QISnsIL5s4WvTKT7lmiok5FI4KdfrzAHpjtw,https://docs.google.com/spreadsheets/d/1QGVnAoDKfPNpbRE7kokc0gkd47ejAESSXB7v-UWxCu8
35055,docs.google.com/spreadsheets/d/1go9MVzLvgvyp3mMe1jrlmRFhfQp8EM9C70e8QC9Erhg,https://drive.google.com/drive/u/0/folders/1cdyommPFK3N5Qb3lxUEJUXYfgVCr2sJZ,https://docs.google.com/spreadsheets/d/17vNKSOkFNXE51Bf0koM5Hv4QtUHQKijI11KnoEtBCPQ,https://docs.google.com/spreadsheets/d/1KM0DNUspxdOrYPBISLv9Kk62tpikmCtYBkBkw_xI9-I
35056,docs.google.com/spreadsheets/d/14_FISltzjKIAoJSjejmZkCuXL6TexYxmfHYrwaT6gLg,https://drive.google.com/drive/u/0/folders/13MgV89-e_fVsTzwEOvtM-crydbDpSW4-,https://docs.google.com/spreadsheets/d/15QRFSmubzFp6whimlVUiyxhXZTnmwgge_DeuH9SbGsc,https://docs.google.com/spreadsheets/d/1PPGOnRr86ud9IvDF3xcHcGjDnFnhzNjtHV63bGKwUbk
35057,docs.google.com/spreadsheets/d/1M3KmLScY1YyZ0tPUG-0gcLhCakhxm3hVQTCImbOz25U,https://drive.google.com/drive/u/0/folders/1kidBM8MKGvQK5uaetaq36Zw-WpElLFvB,https://docs.google.com/spreadsheets/d/1jF4x93RC6hHy8SrCZfKLui-GRNwcauPLpFOV6TNMPp0,https://docs.google.com/spreadsheets/d/1F1RjqKCVQP_QFHnFkfNlaCHVhZM8GC1pW0qMJSF0H-U
35058,docs.google.com/spreadsheets/d/1vtbUPo3ZY-YefgrETXnn6bpo7sENBhy9UqSJ5UPb6U0,https://drive.google.com/drive/u/0/folders/1FG-ivSvAgY19yr5klMFCrkcOBrPfkgT6,https://docs.google.com/spreadsheets/d/16hCAfy1LsjDKrERGv32UQaLXRMmbQ8zeksszDdVlB60,https://docs.google.com/spreadsheets/d/1yevRkUZr3JkfGehGJyDMBs8KFtgY1cUgSrb4gY21zrI
35059,docs.google.com/spreadsheets/d/1H16DRGsKOmgpYYGcCWRi1n6nMdS4Vd7uEcS5AKDzdKs,https://drive.google.com/drive/u/0/folders/1pj9i-ThvXqrMHECw_K1UTYpB-XVnjpbY,https://docs.google.com/spreadsheets/d/1fpIjHVKVd_1GKpbeA3062BjHreiSfRbpQlmXvFbNPVE,https://docs.google.com/spreadsheets/d/1MpAcdehOTXusERCTRzViPo03n1-YV3R2PlzFXyDPJ7Q
35060,docs.google.com/spreadsheets/d/1XQN51-I4d2cnXLrjq9wyhdw5R-II5D-VtaFnJWiZAeg,https://drive.google.com/drive/u/0/folders/19Q2ss4abN7XOKU_YU4YGBtxH-Aj9PFri,https://docs.google.com/spreadsheets/d/17-LxGfuSvsa1ea0m0qDm3fNArQQ_29Iv9lu24UKg_go,https://docs.google.com/spreadsheets/d/1EOrMJAhHjy9o_kT5R4dxAoc3H5yRElmvdEWpsCR9OOA
35061,docs.google.com/spreadsheets/d/1IQ3xgWFZAL4fxJwSmg7jmuEab7g-sRnNfMNEhgmoGhU,https://drive.google.com/drive/u/0/folders/1LMPt8GBv2QY14M3o8iv7CKoaXWBOODQE,https://docs.google.com/spreadsheets/d/1pUKwyMlpwMnvWs-E1UmL0llQszwVS6OWb9OdUL2PPPM,https://docs.google.com/spreadsheets/d/1hXJgGe3OOy5huOAB1xAJeQBByHxkjj72OyfqkX6hNDo
35062,docs.google.com/spreadsheets/d/1G8VDV1iSOdaelFg-S7Y5e-sh8ogHUM6lPkj9No6WbZk,https://drive.google.com/drive/u/0/folders/1L_ZB4wLChitNclO0S0QDu0HXzSATg8j1,https://docs.google.com/spreadsheets/d/10eNznZFfwhZ74Zttqt7eJ14MJPbSTl4a63dbTajAmtU,https://docs.google.com/spreadsheets/d/1Pldc_pa8Wc-akviLsT-15Yo5bJEDk-PvBxdT-eoBY8s
35063,docs.google.com/spreadsheets/d/1Kt9xeSUIrECGFyZ6KNnjeUouja4wxrksK2arKbXKk2A,https://drive.google.com/drive/u/0/folders/15Zyf0pLVLao05IQog1rGsHPgmC5yPm2n,https://docs.google.com/spreadsheets/d/1j_FbKjD7suvyIR2zF29EwazRjF9IuLgeKOfYwA_i_w4,https://docs.google.com/spreadsheets/d/1BVwT96ETMpePUEdFP4XDVul4L780D9p61Oas_uXQzXI
35064,docs.google.com/spreadsheets/d/1CUkV_fWRUIOM600t4paCVI9Dt4lkhn5isD0j1OYXHDY,https://drive.google.com/drive/u/0/folders/1cj9Ko8lBTZfL-lPSXbZT4BD6pYwZcLOp,https://docs.google.com/spreadsheets/d/1qmxvM33sUdPkj989FxOEe2UHAK1UUtV_8yKIDq6GTO0,https://docs.google.com/spreadsheets/d/1OoqW2opzvNKfERZJVxclKCh7etHaMXzei-nmiwQ6hFY
35065,docs.google.com/spreadsheets/d/1jafzKZxG5u2vsQjPXZMGG2isZV7L2hV-FKdgg9PLrr4,https://drive.google.com/drive/u/0/folders/16afG5zl6AbMuScLswz4Tw6yi7jRYj0h4,https://docs.google.com/spreadsheets/d/1rnacSfN3dX0TWe2vYSz75FJW2HNgarqnOQ-eqV_7sDY,https://docs.google.com/spreadsheets/d/1eZNhlomuvdt4R8KY4aMlYN6fEK3aVQCD-LBHWLN-GMU
35066,docs.google.com/spreadsheets/d/1SYIDQ0P9mcYVaG5ZYQlG2DYqdtXJMiahT3CFi3LruTs,https://drive.google.com/drive/u/0/folders/1Daph8mVdlinuNyG1f969465KuETqpvRr,https://docs.google.com/spreadsheets/d/11dZW40G2drbBtyiqi6PLHceYVyzMHYaakcL4g6wY564,https://docs.google.com/spreadsheets/d/1bitrgSiwlxj1srE8nFTACCrs85UhmH2FNytRWx_-BCE
35067,docs.google.com/spreadsheets/d/1SvT23FCoLCYpgEvsg8WtuZH8D23aDVXJvNMpSabDv_Q,https://drive.google.com/drive/u/0/folders/1epwFH6Bsj_-cOBj55azZeUJYuIWPMR4v,https://docs.google.com/spreadsheets/d/1ZLiPSs-hFBqjXdvmVjyc0hfrEWitZEQxvDKa9a9uCOM,https://docs.google.com/spreadsheets/d/1ZFy67w_bRJj8ovvK7-_LOSVxXf4QOJZklrGOy8qLJmM
